Order_ID,Date,Order_Time,Customer_ID,Customer_Type,Product,Category,Quantity,Unit_Price,Cost,Discount,Revenue,Profit,Payment_Method,Restaurant_Location
2505,2025-05-01,19:00:00,CUSTOMER_581,VIP,Grilled Fish Fillet,Seafood,4,13.33,8.09,5,50.65,18.29,Card,Downtown
2506,2024-06-23,12:40:00,CUSTOMER_469,VIP,Fish Tacos,Tacos,2,8.33,4.39,15,14.16,5.38,Cash,Mall
2507,2025-03-04,10:25:00,CUSTOMER_586,VIP,Onion Rings,Appetizers,5,5.0,2.91,5,23.75,9.2,Card,Downtown
2508,2025-08-27,13:59:00,CUSTOMER_922,Returning,Coffee,Drinks,5,2.78,1.49,15,11.81,4.36,Transfer,Mall
2509,2024-09-25,16:07:00,CUSTOMER_9,VIP,Guacamole,Appetizers,3,5.56,3.45,10,15.01,4.66,Cash,Downtown
2510,2024-07-12,13:15:00,CUSTOMER_247,VIP,Nachos,Appetizers,3,7.22,4.58,15,18.41,4.67,Transfer,Mall
2511,2024-07-29,16:31:00,CUSTOMER_333,Returning,Guacamole,Appetizers,1,5.56,3.52,0,5.56,2.04,Card,Downtown
2512,2025-01-11,15:06:00,CUSTOMER_325,Returning,Orange Juice,Drinks,1,3.89,1.97,15,3.31,1.34,Transfer,Mall
2513,2024-08-25,19:19:00,CUSTOMER_618,VIP,Onion Rings,Appetizers,2,5.0,2.16,5,9.5,5.18,Cash,Downtown
2514,2025-05-25,20:08:00,CUSTOMER_895,VIP,Brownie,Desserts,1,5.0,2.9,20,4.0,1.1,Transfer,Beach
2515,2025-01-15,17:14:00,CUSTOMER_65,Returning,Coffee,Drinks,2,2.78,1.76,0,5.56,2.04,Cash,Downtown
2516,2024-02-06,19:32:00,CUSTOMER_87,Returning,Grilled Chicken,Main Dishes,4,11.67,5.6,5,44.35,21.95,Transfer,Mall
2517,2024-10-19,20:02:00,CUSTOMER_662,Returning,Cheesecake,Desserts,2,6.11,3.1,15,10.39,4.19,Cash,Downtown
2518,2025-09-07,13:53:00,CUSTOMER_704,VIP,Hamburger,Main Dishes,2,9.44,6.48,20,15.1,2.14,Transfer,Downtown
2519,2024-02-02,17:42:00,CUSTOMER_620,New,Nachos,Appetizers,5,7.22,4.01,5,34.3,14.25,Cash,Downtown
2520,2025-09-28,20:52:00,CUSTOMER_193,New,Orange Juice,Drinks,4,3.89,1.74,5,14.78,7.82,Card,Downtown
2521,2024-05-29,14:53:00,CUSTOMER_250,VIP,Fish Tacos,Tacos,5,8.33,4.9,20,33.32,8.82,Cash,Beach
2522,2024-06-21,16:36:00,CUSTOMER_535,New,Orange Juice,Drinks,5,3.89,1.56,20,15.56,7.76,Cash,Beach
2523,2024-05-03,18:25:00,CUSTOMER_556,Returning,Orange Juice,Drinks,2,3.89,2.1,5,7.39,3.19,Card,Beach
2524,2025-05-30,16:10:00,CUSTOMER_24,Returning,Shrimp Cocktail,Seafood,5,12.78,6.38,5,60.7,28.8,Transfer,Downtown
2525,2024-02-17,14:25:00,CUSTOMER_689,New,Fish Tacos,Tacos,3,8.33,5.01,20,19.99,4.96,Card,Downtown
2526,2025-01-03,13:36:00,CUSTOMER_102,VIP,Mixed Tacos,Tacos,1,10.56,5.21,20,8.45,3.24,Card,Mall
2527,2025-07-26,11:47:00,CUSTOMER_316,New,Mixed Tacos,Tacos,1,10.56,7.11,0,10.56,3.45,Card,Beach
2528,2025-10-24,15:07:00,CUSTOMER_253,VIP,Nachos,Appetizers,1,7.22,4.32,0,7.22,2.9,Transfer,Beach
2529,2024-11-11,22:27:00,CUSTOMER_802,VIP,Cheesecake,Desserts,4,6.11,3.55,15,20.77,6.57,Card,Beach
2530,2025-05-18,22:45:00,CUSTOMER_965,New,Brownie,Desserts,4,5.0,3.43,0,20.0,6.28,Card,Beach
2531,2024-02-13,20:09:00,CUSTOMER_951,VIP,Shrimp Aguachile,Seafood,5,13.89,9.0,15,59.03,14.03,Card,Downtown
2532,2025-06-23,18:11:00,CUSTOMER_860,Returning,Steak Plate,Main Dishes,3,17.78,8.1,15,45.34,21.04,Transfer,Beach
2533,2024-07-09,16:41:00,CUSTOMER_504,New,Mixed Tacos,Tacos,2,10.56,7.32,15,17.95,3.31,Transfer,Beach
2534,2025-04-05,10:49:00,CUSTOMER_133,VIP,Nachos,Appetizers,4,7.22,4.02,20,23.1,7.02,Card,Beach
2535,2024-10-17,18:13:00,CUSTOMER_555,New,Coffee,Drinks,1,2.78,1.9,0,2.78,0.88,Transfer,Mall
2536,2024-12-11,19:14:00,CUSTOMER_105,New,Hamburger,Main Dishes,5,9.44,5.77,0,47.2,18.35,Cash,Beach
2537,2024-02-13,18:24:00,CUSTOMER_502,Returning,Garlic Shrimp,Seafood,3,15.56,8.76,0,46.68,20.4,Transfer,Mall
2538,2024-01-18,11:42:00,CUSTOMER_530,Returning,Cheese Fries,Appetizers,2,6.67,3.81,5,12.67,5.05,Transfer,Beach
2539,2025-11-01,12:01:00,CUSTOMER_569,VIP,Ceviche,Seafood,5,12.22,5.58,10,54.99,27.09,Transfer,Beach
2540,2024-11-14,21:18:00,CUSTOMER_178,Returning,Guacamole,Appetizers,2,5.56,2.64,0,11.12,5.84,Card,Mall
2541,2024-11-11,21:53:00,CUSTOMER_169,New,Nachos,Appetizers,5,7.22,4.9,0,36.1,11.6,Cash,Downtown
2542,2025-07-18,15:51:00,CUSTOMER_239,VIP,Grilled Chicken,Main Dishes,5,11.67,5.42,20,46.68,19.58,Transfer,Downtown
2543,2025-07-18,10:45:00,CUSTOMER_850,Returning,Lemonade,Drinks,2,3.33,1.46,20,5.33,2.41,Transfer,Beach
2544,2025-10-08,10:24:00,CUSTOMER_604,VIP,Garlic Shrimp,Seafood,4,15.56,10.69,20,49.79,7.03,Cash,Downtown
2545,2024-11-09,11:21:00,CUSTOMER_457,VIP,Coffee,Drinks,5,2.78,1.85,20,11.12,1.87,Transfer,Beach
2546,2024-02-04,22:45:00,CUSTOMER_463,Returning,Grilled Chicken,Main Dishes,1,11.67,6.47,10,10.5,4.03,Transfer,Beach
2547,2024-10-13,11:31:00,CUSTOMER_698,VIP,Iced Tea,Drinks,3,3.06,1.45,20,7.34,2.99,Cash,Downtown
2548,2025-01-28,14:02:00,CUSTOMER_593,New,Orange Juice,Drinks,3,3.89,2.69,15,9.92,1.85,Card,Beach
2549,2025-01-21,11:23:00,CUSTOMER_70,Returning,Soda,Drinks,4,2.5,1.11,15,8.5,4.06,Cash,Mall
2550,2024-04-19,19:43:00,CUSTOMER_453,New,Grilled Chicken,Main Dishes,2,11.67,5.47,20,18.67,7.73,Transfer,Beach
2551,2024-10-02,17:18:00,CUSTOMER_938,New,Steak Tacos,Tacos,1,8.89,5.14,0,8.89,3.75,Cash,Beach
2552,2024-05-22,20:33:00,CUSTOMER_423,New,Lemonade,Drinks,1,3.33,2.04,15,2.83,0.79,Card,Downtown
2553,2024-03-23,15:14:00,CUSTOMER_928,New,Cheesecake,Desserts,5,6.11,2.95,0,30.55,15.8,Card,Downtown
2554,2025-07-21,15:53:00,CUSTOMER_467,Returning,Brownie,Desserts,2,5.0,3.31,15,8.5,1.88,Cash,Downtown
2555,2024-10-27,14:41:00,CUSTOMER_32,VIP,Lemonade,Drinks,2,3.33,1.83,10,5.99,2.33,Card,Mall
2556,2025-10-08,16:31:00,CUSTOMER_665,Returning,Shrimp Tacos,Tacos,3,10.0,4.14,0,30.0,17.58,Transfer,Beach
2557,2024-11-26,22:45:00,CUSTOMER_233,VIP,Garlic Shrimp,Seafood,3,15.56,8.36,20,37.34,12.26,Transfer,Beach
2558,2025-05-18,15:42:00,CUSTOMER_606,VIP,Ice Cream,Desserts,3,3.89,2.0,0,11.67,5.67,Card,Downtown
2559,2025-10-28,19:29:00,CUSTOMER_870,Returning,Chicken Tacos,Tacos,1,7.78,4.29,10,7.0,2.71,Cash,Beach
2560,2025-03-06,17:33:00,CUSTOMER_711,Returning,Ceviche,Seafood,1,12.22,8.34,5,11.61,3.27,Cash,Beach
2561,2024-05-12,22:54:00,CUSTOMER_283,New,Garlic Shrimp,Seafood,3,15.56,6.58,20,37.34,17.6,Transfer,Beach
2562,2024-04-03,10:13:00,CUSTOMER_157,New,Coffee,Drinks,3,2.78,1.76,0,8.34,3.06,Transfer,Downtown
2563,2024-06-04,21:48:00,CUSTOMER_269,New,Steak Plate,Main Dishes,4,17.78,8.03,20,56.9,24.78,Card,Downtown
2564,2024-03-20,15:40:00,CUSTOMER_716,New,Onion Rings,Appetizers,1,5.0,3.49,5,4.75,1.26,Card,Beach
2565,2025-03-15,11:00:00,CUSTOMER_630,Returning,Fish Tacos,Tacos,5,8.33,4.96,5,39.57,14.77,Card,Mall
2566,2024-07-11,22:57:00,CUSTOMER_105,New,Steak Plate,Main Dishes,5,17.78,8.77,5,84.45,40.6,Card,Downtown
2567,2024-08-21,14:27:00,CUSTOMER_277,Returning,Fish Tacos,Tacos,2,8.33,5.0,0,16.66,6.66,Transfer,Mall
2568,2024-06-19,20:10:00,CUSTOMER_814,New,Orange Juice,Drinks,5,3.89,2.28,15,16.53,5.13,Cash,Downtown
2569,2024-05-01,15:54:00,CUSTOMER_602,VIP,Soda,Drinks,5,2.5,1.13,15,10.62,4.97,Transfer,Beach
2570,2025-05-05,22:38:00,CUSTOMER_722,New,Steak Plate,Main Dishes,2,17.78,11.79,15,30.23,6.65,Cash,Beach
2571,2025-04-25,11:47:00,CUSTOMER_677,Returning,Guacamole,Appetizers,5,5.56,3.72,15,23.63,5.03,Card,Downtown
2572,2024-11-19,20:46:00,CUSTOMER_333,VIP,Brownie,Desserts,3,5.0,3.05,0,15.0,5.85,Transfer,Downtown
2573,2025-09-05,20:49:00,CUSTOMER_63,VIP,Soda,Drinks,1,2.5,1.25,20,2.0,0.75,Card,Mall
2574,2025-05-02,18:06:00,CUSTOMER_910,Returning,Iced Tea,Drinks,1,3.06,2.01,10,2.75,0.74,Transfer,Downtown
2575,2024-12-18,16:12:00,CUSTOMER_318,VIP,Soda,Drinks,4,2.5,1.75,20,8.0,1.0,Transfer,Downtown
2576,2024-02-28,10:18:00,CUSTOMER_873,VIP,Ceviche,Seafood,2,12.22,8.16,0,24.44,8.12,Cash,Beach
2577,2025-04-13,16:50:00,CUSTOMER_596,VIP,Chicken Sandwich,Main Dishes,2,8.89,4.65,20,14.22,4.92,Card,Beach
2578,2024-02-15,22:15:00,CUSTOMER_383,VIP,Cheesecake,Desserts,1,6.11,4.11,0,6.11,2.0,Card,Beach
2579,2025-08-05,22:44:00,CUSTOMER_180,VIP,Cheese Fries,Appetizers,5,6.67,3.39,20,26.68,9.73,Transfer,Beach
2580,2024-03-21,15:14:00,CUSTOMER_695,VIP,Grilled Fish Fillet,Seafood,1,13.33,5.96,5,12.66,6.7,Transfer,Mall
2581,2025-05-23,21:37:00,CUSTOMER_204,Returning,Cheesecake,Desserts,3,6.11,3.22,0,18.33,8.67,Cash,Mall
2582,2024-10-06,21:04:00,CUSTOMER_806,New,Chicken Tacos,Tacos,2,7.78,3.81,10,14.0,6.38,Transfer,Beach
2583,2025-06-18,12:04:00,CUSTOMER_844,New,Soda,Drinks,4,2.5,1.5,0,10.0,4.0,Cash,Beach
2584,2025-12-30,19:01:00,CUSTOMER_989,VIP,Ice Cream,Desserts,4,3.89,2.67,15,13.23,2.55,Transfer,Mall
2585,2024-12-14,21:51:00,CUSTOMER_2,Returning,Coffee,Drinks,4,2.78,1.18,0,11.12,6.4,Card,Beach
2586,2025-03-18,16:51:00,CUSTOMER_745,Returning,Cheese Fries,Appetizers,1,6.67,2.71,20,5.34,2.63,Card,Beach
2587,2024-10-14,20:40:00,CUSTOMER_794,Returning,Chicken Sandwich,Main Dishes,3,8.89,5.33,5,25.34,9.35,Transfer,Beach
2588,2025-12-23,12:09:00,CUSTOMER_531,VIP,Flan,Desserts,5,4.44,2.3,10,19.98,8.48,Cash,Mall
2589,2025-01-04,15:35:00,CUSTOMER_10,VIP,Fish Tacos,Tacos,5,8.33,4.12,5,39.57,18.97,Cash,Beach
2590,2025-11-03,17:33:00,CUSTOMER_63,Returning,Shrimp Cocktail,Seafood,3,12.78,7.07,5,36.42,15.21,Transfer,Downtown
2591,2025-05-20,16:04:00,CUSTOMER_411,Returning,Nachos,Appetizers,5,7.22,4.25,20,28.88,7.63,Transfer,Mall
2592,2024-05-10,17:14:00,CUSTOMER_119,Returning,Soda,Drinks,4,2.5,1.18,10,9.0,4.28,Cash,Downtown
2593,2025-05-11,15:49:00,CUSTOMER_659,VIP,Grilled Chicken,Main Dishes,3,11.67,7.91,0,35.01,11.28,Card,Beach
2594,2025-06-25,18:35:00,CUSTOMER_177,New,Coffee,Drinks,1,2.78,1.54,0,2.78,1.24,Transfer,Downtown
2595,2025-08-14,12:19:00,CUSTOMER_922,VIP,Fish Tacos,Tacos,4,8.33,5.17,10,29.99,9.31,Transfer,Mall
2596,2025-11-15,11:11:00,CUSTOMER_956,Returning,Nachos,Appetizers,3,7.22,3.62,15,18.41,7.55,Card,Mall
2597,2025-11-24,18:47:00,CUSTOMER_899,Returning,Garlic Shrimp,Seafood,4,15.56,8.93,10,56.02,20.3,Cash,Downtown
2598,2025-09-07,21:09:00,CUSTOMER_278,VIP,Fish Soup,Seafood,4,10.0,5.59,0,40.0,17.64,Cash,Beach
2599,2025-08-11,14:44:00,CUSTOMER_362,New,Coffee,Drinks,1,2.78,1.42,15,2.36,0.94,Cash,Beach
2600,2025-07-23,14:26:00,CUSTOMER_676,New,Steak Plate,Main Dishes,4,17.78,10.41,5,67.56,25.92,Transfer,Beach
2601,2024-07-30,14:53:00,CUSTOMER_839,New,Ice Cream,Desserts,3,3.89,2.45,15,9.92,2.57,Card,Mall
2602,2024-03-02,10:40:00,CUSTOMER_186,VIP,Fish Tacos,Tacos,5,8.33,4.45,5,39.57,17.32,Cash,Downtown
2603,2025-06-20,15:01:00,CUSTOMER_206,New,Fish Tacos,Tacos,2,8.33,4.8,0,16.66,7.06,Card,Beach
2604,2025-09-29,19:37:00,CUSTOMER_964,New,Onion Rings,Appetizers,5,5.0,2.6,5,23.75,10.75,Card,Downtown
2605,2025-12-17,13:18:00,CUSTOMER_246,New,Guacamole,Appetizers,4,5.56,3.55,5,21.13,6.93,Transfer,Mall
2606,2025-11-17,14:44:00,CUSTOMER_627,Returning,Shrimp Cocktail,Seafood,5,12.78,5.87,5,60.7,31.35,Cash,Downtown
2607,2024-12-28,12:06:00,CUSTOMER_288,VIP,Garlic Shrimp,Seafood,4,15.56,8.25,20,49.79,16.79,Transfer,Mall
2608,2024-04-10,11:42:00,CUSTOMER_649,VIP,Grilled Fish Fillet,Seafood,4,13.33,6.41,10,47.99,22.35,Transfer,Beach
2609,2024-04-11,19:38:00,CUSTOMER_525,New,Orange Juice,Drinks,2,3.89,1.87,10,7.0,3.26,Transfer,Mall
2610,2025-08-19,18:03:00,CUSTOMER_349,Returning,Garlic Shrimp,Seafood,4,15.56,10.63,0,62.24,19.72,Cash,Downtown
2611,2024-11-27,20:39:00,CUSTOMER_213,New,Ice Cream,Desserts,3,3.89,2.62,5,11.09,3.23,Cash,Beach
2612,2024-09-21,17:29:00,CUSTOMER_626,Returning,Orange Juice,Drinks,4,3.89,2.59,5,14.78,4.42,Cash,Mall
2613,2024-05-22,12:08:00,CUSTOMER_658,VIP,Shrimp Aguachile,Seafood,2,13.89,9.36,5,26.39,7.67,Cash,Downtown
2614,2024-11-13,18:16:00,CUSTOMER_648,VIP,Fish Tacos,Tacos,1,8.33,5.06,0,8.33,3.27,Card,Beach
2615,2025-09-23,14:33:00,CUSTOMER_154,New,Fish Soup,Seafood,2,10.0,6.41,5,19.0,6.18,Card,Downtown
2616,2025-07-09,13:22:00,CUSTOMER_147,New,Cheese Fries,Appetizers,2,6.67,3.93,15,11.34,3.48,Card,Beach
2617,2024-11-03,13:09:00,CUSTOMER_571,Returning,Hamburger,Main Dishes,1,9.44,4.64,5,8.97,4.33,Cash,Mall
2618,2024-06-06,15:35:00,CUSTOMER_519,VIP,Lemonade,Drinks,3,3.33,1.51,5,9.49,4.96,Transfer,Mall
2619,2024-12-17,15:31:00,CUSTOMER_477,VIP,Shrimp Tacos,Tacos,1,10.0,4.27,5,9.5,5.23,Cash,Beach
2620,2024-08-15,20:07:00,CUSTOMER_226,New,Pasta Alfredo,Main Dishes,2,12.22,5.33,15,20.77,10.11,Transfer,Downtown
2621,2025-05-26,11:01:00,CUSTOMER_669,New,Hamburger,Main Dishes,4,9.44,5.75,10,33.98,10.98,Card,Beach
2622,2025-09-01,20:11:00,CUSTOMER_871,New,Flan,Desserts,5,4.44,3.08,15,18.87,3.47,Card,Mall
2623,2025-04-25,10:08:00,CUSTOMER_255,VIP,Flan,Desserts,3,4.44,2.7,10,11.99,3.89,Transfer,Downtown
2624,2025-01-27,18:03:00,CUSTOMER_280,Returning,Guacamole,Appetizers,2,5.56,2.61,0,11.12,5.9,Transfer,Downtown
2625,2024-05-13,17:02:00,CUSTOMER_775,VIP,Brownie,Desserts,4,5.0,2.98,20,16.0,4.08,Transfer,Mall
2626,2024-02-29,19:29:00,CUSTOMER_887,New,Steak Tacos,Tacos,1,8.89,3.82,20,7.11,3.29,Cash,Downtown
2627,2025-02-27,21:26:00,CUSTOMER_913,VIP,Brownie,Desserts,2,5.0,2.93,15,8.5,2.64,Card,Beach
2628,2025-07-04,10:00:00,CUSTOMER_42,VIP,Lemonade,Drinks,2,3.33,1.52,5,6.33,3.29,Transfer,Downtown
2629,2024-07-30,21:27:00,CUSTOMER_860,New,Chicken Sandwich,Main Dishes,3,8.89,5.41,0,26.67,10.44,Transfer,Mall
2630,2025-06-23,15:22:00,CUSTOMER_832,VIP,Onion Rings,Appetizers,2,5.0,3.14,15,8.5,2.22,Transfer,Downtown
2631,2024-08-31,15:01:00,CUSTOMER_575,New,Steak Plate,Main Dishes,3,17.78,9.13,0,53.34,25.95,Cash,Beach
2632,2025-08-05,10:01:00,CUSTOMER_998,New,Cheesecake,Desserts,2,6.11,4.26,10,11.0,2.48,Cash,Downtown
2633,2024-01-02,18:05:00,CUSTOMER_58,Returning,Nachos,Appetizers,5,7.22,4.51,20,28.88,6.33,Transfer,Downtown
2634,2025-06-23,11:51:00,CUSTOMER_204,New,Chicken Tacos,Tacos,5,7.78,3.18,10,35.01,19.11,Transfer,Beach
2635,2025-10-31,15:21:00,CUSTOMER_108,Returning,Shrimp Cocktail,Seafood,5,12.78,5.63,10,57.51,29.36,Card,Beach
2636,2025-02-23,10:22:00,CUSTOMER_714,New,Fish Soup,Seafood,2,10.0,5.89,5,19.0,7.22,Card,Beach
2637,2025-06-15,15:30:00,CUSTOMER_454,New,Orange Juice,Drinks,2,3.89,1.89,20,6.22,2.44,Card,Beach
2638,2024-01-02,10:19:00,CUSTOMER_910,Returning,Grilled Fish Fillet,Seafood,4,13.33,7.26,10,47.99,18.95,Cash,Downtown
2639,2024-09-30,12:17:00,CUSTOMER_955,VIP,Lemonade,Drinks,5,3.33,2.33,10,14.98,3.33,Card,Beach
2640,2025-02-09,17:44:00,CUSTOMER_664,Returning,Cheesecake,Desserts,2,6.11,3.36,10,11.0,4.28,Cash,Beach
2641,2024-02-24,10:38:00,CUSTOMER_319,New,Onion Rings,Appetizers,4,5.0,3.32,0,20.0,6.72,Card,Downtown
2642,2025-06-22,17:33:00,CUSTOMER_84,VIP,Chicken Sandwich,Main Dishes,4,8.89,5.16,10,32.0,11.36,Card,Mall
2643,2024-05-03,10:09:00,CUSTOMER_440,VIP,Chicken Tacos,Tacos,3,7.78,4.79,15,19.84,5.47,Card,Downtown
2644,2024-02-11,13:19:00,CUSTOMER_596,New,Cheesecake,Desserts,5,6.11,3.99,15,25.97,6.02,Card,Mall
2645,2024-10-18,16:12:00,CUSTOMER_757,VIP,Onion Rings,Appetizers,1,5.0,2.83,5,4.75,1.92,Card,Beach
2646,2024-07-15,11:15:00,CUSTOMER_160,New,Soda,Drinks,1,2.5,1.14,20,2.0,0.86,Transfer,Mall
2647,2024-11-29,22:20:00,CUSTOMER_928,VIP,Fish Tacos,Tacos,1,8.33,4.43,0,8.33,3.9,Card,Downtown
2648,2024-02-08,13:56:00,CUSTOMER_637,VIP,Fish Tacos,Tacos,3,8.33,4.35,15,21.24,8.19,Transfer,Beach
2649,2024-02-21,17:20:00,CUSTOMER_110,Returning,Shrimp Aguachile,Seafood,2,13.89,7.78,15,23.61,8.05,Card,Downtown
2650,2024-11-23,17:30:00,CUSTOMER_538,VIP,Cheesecake,Desserts,4,6.11,3.96,10,22.0,6.16,Card,Beach
2651,2024-06-16,22:40:00,CUSTOMER_999,Returning,Onion Rings,Appetizers,4,5.0,3.1,15,17.0,4.6,Card,Downtown
2652,2025-07-30,17:22:00,CUSTOMER_556,New,Grilled Chicken,Main Dishes,2,11.67,6.65,5,22.17,8.87,Cash,Beach
2653,2025-05-29,18:21:00,CUSTOMER_493,Returning,Brownie,Desserts,1,5.0,2.86,5,4.75,1.89,Card,Mall
2654,2025-06-22,14:21:00,CUSTOMER_96,Returning,Fish Soup,Seafood,4,10.0,5.43,20,32.0,10.28,Cash,Mall
2655,2024-11-17,22:24:00,CUSTOMER_678,New,Iced Tea,Drinks,3,3.06,1.24,5,8.72,5.0,Transfer,Beach
2656,2024-09-18,12:15:00,CUSTOMER_715,VIP,Lemonade,Drinks,1,3.33,1.96,5,3.16,1.2,Card,Beach
2657,2025-06-16,10:34:00,CUSTOMER_61,Returning,Iced Tea,Drinks,3,3.06,1.99,20,7.34,1.37,Cash,Mall
2658,2024-03-26,16:01:00,CUSTOMER_142,Returning,Nachos,Appetizers,3,7.22,4.72,20,17.33,3.17,Cash,Downtown
2659,2025-02-13,19:52:00,CUSTOMER_110,New,Pasta Alfredo,Main Dishes,2,12.22,5.54,20,19.55,8.47,Card,Mall
2660,2025-03-10,14:25:00,CUSTOMER_136,Returning,Garlic Shrimp,Seafood,2,15.56,10.79,0,31.12,9.54,Cash,Mall
2661,2025-12-08,10:55:00,CUSTOMER_661,New,Coffee,Drinks,4,2.78,1.71,20,8.9,2.06,Card,Downtown
2662,2025-11-19,22:10:00,CUSTOMER_580,New,Soda,Drinks,3,2.5,1.06,10,6.75,3.57,Cash,Mall
2663,2025-01-15,22:06:00,CUSTOMER_19,VIP,Shrimp Tacos,Tacos,2,10.0,4.91,20,16.0,6.18,Cash,Downtown
2664,2025-12-18,10:50:00,CUSTOMER_8,Returning,Onion Rings,Appetizers,2,5.0,3.12,5,9.5,3.26,Cash,Beach
2665,2024-04-05,21:34:00,CUSTOMER_987,VIP,Brownie,Desserts,2,5.0,3.02,15,8.5,2.46,Card,Mall
2666,2024-06-18,22:40:00,CUSTOMER_140,VIP,Guacamole,Appetizers,1,5.56,3.07,5,5.28,2.21,Cash,Mall
2667,2024-08-09,19:47:00,CUSTOMER_526,New,Coffee,Drinks,1,2.78,1.15,15,2.36,1.21,Cash,Downtown
2668,2024-07-14,16:23:00,CUSTOMER_909,New,Guacamole,Appetizers,5,5.56,3.17,10,25.02,9.17,Cash,Downtown
2669,2024-03-23,14:30:00,CUSTOMER_51,Returning,Grilled Fish Fillet,Seafood,5,13.33,6.36,20,53.32,21.52,Cash,Beach
2670,2025-12-28,15:21:00,CUSTOMER_242,New,Nachos,Appetizers,4,7.22,3.32,20,23.1,9.82,Transfer,Downtown
2671,2024-01-02,13:34:00,CUSTOMER_702,New,Grilled Fish Fillet,Seafood,2,13.33,7.89,15,22.66,6.88,Cash,Mall
2672,2025-03-19,22:54:00,CUSTOMER_817,VIP,Onion Rings,Appetizers,3,5.0,2.58,10,13.5,5.76,Cash,Beach
2673,2024-05-16,13:34:00,CUSTOMER_18,Returning,Shrimp Tacos,Tacos,1,10.0,6.99,15,8.5,1.51,Card,Mall
2674,2025-10-24,10:09:00,CUSTOMER_593,VIP,Coffee,Drinks,2,2.78,1.79,0,5.56,1.98,Transfer,Mall
2675,2024-05-20,17:25:00,CUSTOMER_466,VIP,Cheesecake,Desserts,3,6.11,3.65,0,18.33,7.38,Cash,Mall
2676,2025-01-25,18:37:00,CUSTOMER_525,New,Fish Tacos,Tacos,2,8.33,5.18,5,15.83,5.47,Cash,Mall
2677,2024-08-09,22:31:00,CUSTOMER_338,VIP,Guacamole,Appetizers,3,5.56,3.05,20,13.34,4.19,Cash,Mall
2678,2025-03-07,12:21:00,CUSTOMER_49,New,Flan,Desserts,1,4.44,1.79,0,4.44,2.65,Card,Beach
2679,2025-06-07,19:39:00,CUSTOMER_387,Returning,Cheesecake,Desserts,3,6.11,3.69,0,18.33,7.26,Cash,Downtown
2680,2025-05-29,14:18:00,CUSTOMER_745,VIP,Onion Rings,Appetizers,2,5.0,3.16,15,8.5,2.18,Cash,Downtown
2681,2025-03-04,10:38:00,CUSTOMER_457,VIP,Hamburger,Main Dishes,4,9.44,4.42,0,37.76,20.08,Card,Downtown
2682,2025-03-31,16:33:00,CUSTOMER_611,VIP,Shrimp Cocktail,Seafood,3,12.78,5.23,0,38.34,22.65,Transfer,Downtown
2683,2025-08-05,15:23:00,CUSTOMER_70,Returning,Fish Soup,Seafood,3,10.0,5.77,5,28.5,11.19,Card,Mall
2684,2025-03-09,16:15:00,CUSTOMER_914,VIP,Cheesecake,Desserts,4,6.11,3.26,20,19.55,6.51,Cash,Beach
2685,2025-10-29,10:22:00,CUSTOMER_534,VIP,Chicken Sandwich,Main Dishes,3,8.89,5.35,5,25.34,9.29,Cash,Beach
2686,2024-06-26,16:36:00,CUSTOMER_835,Returning,Shrimp Tacos,Tacos,5,10.0,4.28,0,50.0,28.6,Transfer,Mall
2687,2025-11-16,17:57:00,CUSTOMER_652,VIP,Ice Cream,Desserts,5,3.89,1.89,0,19.45,10.0,Cash,Beach
2688,2025-06-15,22:57:00,CUSTOMER_355,VIP,Garlic Shrimp,Seafood,4,15.56,9.58,20,49.79,11.47,Cash,Beach
2689,2025-01-02,15:50:00,CUSTOMER_643,Returning,Cheesecake,Desserts,3,6.11,3.79,20,14.66,3.29,Transfer,Mall
2690,2025-04-27,12:42:00,CUSTOMER_510,VIP,Guacamole,Appetizers,1,5.56,3.19,0,5.56,2.37,Card,Mall
2691,2025-04-21,15:13:00,CUSTOMER_444,Returning,Brownie,Desserts,3,5.0,3.23,15,12.75,3.06,Cash,Downtown
2692,2025-06-04,14:17:00,CUSTOMER_860,New,Steak Plate,Main Dishes,5,17.78,9.43,5,84.45,37.3,Transfer,Mall
2693,2024-07-10,13:28:00,CUSTOMER_501,New,Pasta Alfredo,Main Dishes,4,12.22,8.18,15,41.55,8.83,Transfer,Downtown
2694,2025-12-27,12:17:00,CUSTOMER_7,VIP,Fish Soup,Seafood,3,10.0,5.53,10,27.0,10.41,Card,Beach
2695,2024-08-05,16:38:00,CUSTOMER_929,New,Shrimp Tacos,Tacos,3,10.0,6.04,15,25.5,7.38,Transfer,Mall
2696,2024-11-28,10:50:00,CUSTOMER_870,New,Guacamole,Appetizers,5,5.56,2.97,5,26.41,11.56,Card,Beach
2697,2025-06-20,13:47:00,CUSTOMER_874,Returning,Shrimp Cocktail,Seafood,1,12.78,6.02,0,12.78,6.76,Cash,Beach
2698,2025-05-31,18:19:00,CUSTOMER_839,VIP,Fish Tacos,Tacos,5,8.33,3.9,20,33.32,13.82,Card,Mall
2699,2025-02-27,18:18:00,CUSTOMER_632,Returning,Chicken Tacos,Tacos,3,7.78,4.61,15,19.84,6.01,Cash,Beach
2700,2025-05-20,21:03:00,CUSTOMER_7,New,Fish Soup,Seafood,2,10.0,4.54,15,17.0,7.92,Card,Downtown
2701,2025-08-30,21:38:00,CUSTOMER_951,Returning,Garlic Shrimp,Seafood,2,15.56,7.84,10,28.01,12.33,Transfer,Beach
